phrog_phrog	annot
phrog_72916	NA
phrog_72917	NA
phrog_72918	NA
phrog_72919	NA
phrog_72920	NA
phrog_72921	NA
phrog_72922	NA
phrog_72923	NA
phrog_72924	NA
phrog_72925	NA
phrog_72926	NA
phrog_72927	NA
phrog_72928	NA
phrog_72929	NA
phrog_72930	NA
phrog_72931	NA
phrog_72932	NA
phrog_72933	NA
phrog_72934	NA
phrog_72935	NA
phrog_72936	NA
phrog_72937	NA
phrog_72938	NA
phrog_72939	NA
phrog_72940	NA
phrog_72941	NA
phrog_72942	NA
phrog_72943	NA
phrog_72944	NA
phrog_72945	NA
phrog_72946	NA
phrog_72947	NA
phrog_72948	NA
phrog_72949	NA
phrog_72950	NA
phrog_72951	NA
phrog_72952	NA
phrog_72953	NA
phrog_72954	NA
phrog_72955	NA
phrog_72956	NA
phrog_72957	NA
phrog_72958	NA
phrog_72959	NA
phrog_72960	NA
phrog_72961	NA
phrog_72962	NA
phrog_72963	NA
phrog_72964	NA
phrog_72965	NA
phrog_72966	NA
phrog_72967	NA
phrog_72968	NA
phrog_72969	NA
phrog_72970	NA
phrog_72971	NA
phrog_72972	NA
phrog_72973	NA
phrog_72974	NA
phrog_72975	NA
phrog_72976	NA
phrog_72977	NA
phrog_72978	NA
phrog_72979	NA
phrog_72980	NA
phrog_72981	NA
phrog_72982	NA
phrog_72983	NA
phrog_72984	NA
phrog_72985	NA
phrog_72986	NA
phrog_72987	NA
phrog_72988	NA
phrog_72989	NA
phrog_72990	NA
phrog_72991	NA
phrog_72992	NA
phrog_72993	NA
phrog_72994	NA
phrog_72995	NA
phrog_72996	NA
phrog_72997	NA
phrog_72998	NA
phrog_72999	NA
phrog_73000	NA
phrog_73001	NA
phrog_73002	NA
phrog_73003	NA
phrog_73004	NA
phrog_73005	NA
phrog_73006	NA
phrog_73007	NA
phrog_73008	NA
phrog_73009	NA
phrog_73010	NA
phrog_73011	NA
phrog_73012	NA
phrog_73013	NA
phrog_73014	NA
phrog_73015	NA
phrog_73016	NA
phrog_73017	NA
phrog_73018	NA
phrog_73019	NA
phrog_73020	NA
phrog_73021	NA
phrog_73022	NA
phrog_73023	NA
phrog_73024	NA
phrog_73025	NA
phrog_73026	NA
phrog_73027	NA
phrog_73028	NA
phrog_73029	NA
phrog_73030	NA
phrog_73031	NA
phrog_73032	NA
phrog_73033	NA
phrog_73034	NA
phrog_73035	NA
phrog_73036	NA
phrog_73037	NA
phrog_73038	NA
phrog_73039	NA
phrog_73040	NA
phrog_73041	NA
phrog_73042	NA
phrog_73043	NA
phrog_73044	NA
phrog_73045	NA
phrog_73046	NA
phrog_73047	NA
phrog_73048	NA
phrog_73049	NA
phrog_73050	NA
phrog_73051	NA
phrog_73052	NA
phrog_73053	NA
phrog_73054	NA
phrog_73055	NA
phrog_73056	NA
phrog_73057	NA
phrog_73058	NA
phrog_73059	NA
phrog_73060	NA
phrog_73061	NA
phrog_73062	NA
phrog_73063	NA
phrog_73064	NA
phrog_73065	NA
phrog_73066	NA
phrog_73067	NA
phrog_73068	NA
phrog_73069	NA
phrog_73070	NA
phrog_73071	NA
phrog_73072	NA
phrog_73073	NA
phrog_73074	NA
phrog_73075	NA
phrog_73076	NA
phrog_73077	NA
phrog_73078	NA
phrog_73079	NA
phrog_73080	NA
phrog_73081	NA
phrog_73082	NA
phrog_73083	NA
phrog_73084	NA
phrog_73085	NA
phrog_73086	NA
phrog_73087	NA
phrog_73088	NA
phrog_73089	NA
phrog_73090	NA
phrog_73091	NA
phrog_73092	NA
phrog_73093	NA
phrog_73094	NA
phrog_73095	NA
phrog_73096	NA
phrog_73097	NA
phrog_73098	NA
phrog_73099	NA
phrog_73100	NA
phrog_73101	NA
phrog_73102	NA
phrog_73103	NA
phrog_73104	NA
phrog_73105	NA
phrog_73106	NA
phrog_73107	NA
phrog_73108	NA
phrog_73109	NA
phrog_73110	NA
phrog_73111	NA
phrog_73112	NA
phrog_73113	NA
phrog_73114	NA
phrog_73115	NA
phrog_73116	NA
phrog_73117	NA
phrog_73118	NA
phrog_73119	NA
phrog_73120	NA
phrog_73121	NA
phrog_73122	NA
phrog_73123	NA
phrog_73124	NA
phrog_73125	NA
phrog_73126	NA
phrog_73127	NA
phrog_73128	NA
phrog_73129	NA
phrog_73130	NA
phrog_73131	NA
phrog_73132	NA
phrog_73133	NA
phrog_73134	NA
phrog_73135	NA
phrog_73136	NA
phrog_73137	NA
phrog_73138	NA
phrog_73139	NA
phrog_73140	NA
phrog_73141	NA
phrog_73142	NA
phrog_73143	NA
phrog_73144	NA
phrog_73145	NA
phrog_73146	NA
phrog_73147	NA
phrog_73148	NA
phrog_73149	NA
phrog_73150	NA
phrog_73151	NA
phrog_73152	NA
phrog_73153	NA
phrog_73154	NA
phrog_73155	NA
phrog_73156	NA
phrog_73157	NA
phrog_73158	NA
phrog_73159	NA
phrog_73160	NA
phrog_73161	NA
phrog_73162	NA
phrog_73163	NA
phrog_73164	NA
phrog_73165	NA
phrog_73166	NA
phrog_73167	NA
phrog_73168	NA
phrog_73169	NA
phrog_73170	NA
phrog_73171	NA
phrog_73172	NA
phrog_73173	NA
phrog_73174	NA
phrog_73175	NA
phrog_73176	NA
phrog_73177	NA
phrog_73178	NA
phrog_73179	NA
phrog_73180	NA
phrog_73181	NA
phrog_73182	NA
phrog_73183	NA
phrog_73184	NA
phrog_73185	NA
phrog_73186	NA
phrog_73187	NA
phrog_73188	NA
phrog_73189	NA
phrog_73190	NA
phrog_73191	NA
phrog_73192	NA
phrog_73193	NA
phrog_73194	NA
phrog_73195	NA
phrog_73196	NA
phrog_73197	NA
phrog_73198	NA
phrog_73199	NA
phrog_73200	NA
phrog_73201	NA
phrog_73202	NA
phrog_73203	NA
phrog_73204	NA
phrog_73205	NA
phrog_73206	NA
phrog_73207	NA
phrog_73208	NA
phrog_73209	NA
phrog_73210	NA
phrog_73211	NA
phrog_73212	NA
phrog_73213	NA
phrog_73214	NA
phrog_73215	NA
phrog_73216	NA
phrog_73217	NA
phrog_73218	NA
phrog_73219	NA
phrog_73220	NA
phrog_73221	NA
phrog_73222	NA
phrog_73223	NA
phrog_73224	NA
phrog_73225	NA
phrog_73226	NA
phrog_73227	NA
phrog_73228	NA
phrog_73229	NA
phrog_73230	NA
phrog_73231	NA
phrog_73232	NA
phrog_73233	NA
phrog_73234	NA
phrog_73235	NA
phrog_73236	NA
phrog_73237	NA
phrog_73238	NA
phrog_73239	NA
phrog_73240	NA
phrog_73241	NA
phrog_73242	NA
phrog_73243	NA
phrog_73244	NA
phrog_73245	NA
phrog_73246	NA
phrog_73247	NA
phrog_73248	NA
phrog_73249	NA
phrog_73250	NA
phrog_73251	NA
phrog_73252	NA
phrog_73253	NA
phrog_73254	NA
phrog_73255	NA
phrog_73256	NA
phrog_73257	NA
phrog_73258	NA
phrog_73259	NA
phrog_73260	NA
phrog_73261	NA
phrog_73262	NA
phrog_73263	NA
phrog_73264	NA
phrog_73265	NA
phrog_73266	NA
phrog_73267	NA
phrog_73268	NA
phrog_73269	NA
phrog_73270	NA
phrog_73271	NA
phrog_73272	NA
phrog_73273	NA
phrog_73274	NA
phrog_73275	NA
phrog_73276	NA
phrog_73277	NA
phrog_73278	NA
phrog_73279	NA
phrog_73280	NA
phrog_73281	NA
phrog_73282	NA
phrog_73283	NA
phrog_73284	NA
phrog_73285	NA
phrog_73286	NA
phrog_73287	NA
phrog_73288	NA
phrog_73289	NA
phrog_73290	NA
phrog_73291	NA
phrog_73292	NA
phrog_73293	NA
phrog_73294	NA
phrog_73295	NA
phrog_73296	NA
phrog_73297	NA
phrog_73298	NA
phrog_73299	NA
phrog_73300	NA
phrog_73301	NA
phrog_73302	NA
phrog_73303	NA
phrog_73304	NA
phrog_73305	NA
phrog_73306	NA
phrog_73307	NA
phrog_73308	NA
phrog_73309	NA
phrog_73310	NA
phrog_73311	NA
phrog_73312	NA
phrog_73313	NA
phrog_73314	NA
phrog_73315	NA
phrog_73316	NA
phrog_73317	NA
phrog_73318	NA
phrog_73319	NA
phrog_73320	NA
phrog_73321	NA
phrog_73322	NA
phrog_73323	NA
phrog_73324	NA
phrog_73325	NA
phrog_73326	NA
phrog_73327	NA
phrog_73328	NA
phrog_73329	NA
phrog_73330	NA
phrog_73331	NA
phrog_73332	NA
phrog_73333	NA
phrog_73334	NA
phrog_73335	NA
phrog_73336	NA
phrog_73337	NA
phrog_73338	NA
phrog_73339	NA
phrog_73340	NA
phrog_73341	NA
phrog_73342	NA
phrog_73343	NA
phrog_73344	NA
phrog_73345	NA
phrog_73346	NA
phrog_73347	NA
phrog_73348	NA
phrog_73349	NA
phrog_73350	NA
phrog_73351	NA
phrog_73352	NA
phrog_73353	NA
phrog_73354	NA
phrog_73355	NA
phrog_73356	NA
phrog_73357	NA
phrog_73358	NA
phrog_73359	NA
phrog_73360	NA
phrog_73361	NA
phrog_73362	NA
phrog_73363	NA
phrog_73364	NA
phrog_73365	NA
phrog_73366	NA
phrog_73367	NA
phrog_73368	NA
phrog_73369	NA
phrog_73370	NA
phrog_73371	NA
phrog_73372	NA
phrog_73373	NA
phrog_73374	NA
phrog_73375	NA
phrog_73376	NA
phrog_73377	NA
phrog_73378	NA
phrog_73379	NA
phrog_73380	NA
phrog_73381	NA
phrog_73382	NA
phrog_73383	NA
phrog_73384	NA
phrog_73385	NA
phrog_73386	NA
phrog_73387	NA
phrog_73388	NA
phrog_73389	NA
phrog_73390	NA
phrog_73391	NA
phrog_73392	NA
phrog_73393	NA
phrog_73394	NA
phrog_73395	NA
phrog_73396	NA
phrog_73397	NA
phrog_73398	NA
phrog_73399	NA
phrog_73400	NA
phrog_73401	NA
phrog_73402	NA
phrog_73403	NA
phrog_73404	NA
phrog_73405	NA
phrog_73406	NA
phrog_73407	NA
phrog_73408	NA
phrog_73409	NA
phrog_73410	NA
phrog_73411	NA
phrog_73412	NA
phrog_73413	NA
phrog_73414	NA
phrog_73415	NA
phrog_73416	NA
phrog_73417	NA
phrog_73418	NA
phrog_73419	NA
phrog_73420	NA
phrog_73421	NA
phrog_73422	NA
phrog_73423	NA
phrog_73424	NA
phrog_73425	NA
phrog_73426	NA
phrog_73427	NA
phrog_73428	NA
phrog_73429	NA
phrog_73430	NA
phrog_73431	NA
phrog_73432	NA
phrog_73433	NA
phrog_73434	NA
phrog_73435	NA
phrog_73436	NA
phrog_73437	NA
phrog_73438	NA
phrog_73439	NA
phrog_73440	NA
phrog_73441	NA
phrog_73442	NA
phrog_73443	NA
phrog_73444	NA
phrog_73445	NA
phrog_73446	NA
phrog_73447	NA
phrog_73448	NA
phrog_73449	NA
phrog_73450	NA
phrog_73451	NA
phrog_73452	NA
phrog_73453	NA
phrog_73454	NA
phrog_73455	NA
phrog_73456	NA
phrog_73457	NA
phrog_73458	NA
phrog_73459	NA
phrog_73460	NA
phrog_73461	NA
phrog_73462	NA
phrog_73463	NA
phrog_73464	NA
phrog_73465	NA
phrog_73466	NA
phrog_73467	NA
phrog_73468	NA
phrog_73469	NA
phrog_73470	NA
phrog_73471	NA
phrog_73472	NA
phrog_73473	NA
phrog_73474	NA
phrog_73475	NA
phrog_73476	NA
phrog_73477	NA
phrog_73478	NA
phrog_73479	NA
phrog_73480	NA
phrog_73481	NA
phrog_73482	NA
phrog_73483	NA
phrog_73484	NA
phrog_73485	NA
phrog_73486	NA
phrog_73487	NA
phrog_73488	NA
phrog_73489	NA
phrog_73490	NA
phrog_73491	NA
phrog_73492	NA
phrog_73493	NA
phrog_73494	NA
phrog_73495	NA
phrog_73496	NA
phrog_73497	NA
phrog_73498	NA
phrog_73499	NA
phrog_73500	NA
phrog_73501	NA
phrog_73502	NA
phrog_73503	NA
phrog_73504	NA
phrog_73505	NA
phrog_73506	HTH DNA binding protein
phrog_73507	NA
phrog_73508	NA
phrog_73509	NA
phrog_73510	NA
phrog_73511	NA
phrog_73512	NA
phrog_73513	NA
phrog_73514	NA
phrog_73515	NA
phrog_73516	NA
phrog_73517	NA
phrog_73518	NA
phrog_73519	NA
phrog_73520	NA
phrog_73521	NA
phrog_73522	NA
phrog_73523	NA
phrog_73524	NA
phrog_73525	NA
phrog_73526	NA
phrog_73527	NA
phrog_73528	NA
phrog_73529	NA
phrog_73530	NA
phrog_73531	NA
phrog_73532	NA
phrog_73533	NA
phrog_73534	NA
phrog_73535	NA
phrog_73536	NA
phrog_73537	NA
phrog_73538	NA
phrog_73539	NA
phrog_73540	NA
phrog_73541	NA
phrog_73542	NA
phrog_73543	NA
phrog_73544	NA
phrog_73545	NA
phrog_73546	NA
phrog_73547	NA
phrog_73548	NA
phrog_73549	NA
phrog_73550	NA
phrog_73551	NA
phrog_73552	NA
phrog_73553	NA
phrog_73554	NA
phrog_73555	NA
phrog_73556	NA
phrog_73557	NA
phrog_73558	NA
phrog_73559	NA
phrog_73560	NA
phrog_73561	NA
phrog_73562	NA
phrog_73563	NA
phrog_73564	NA
phrog_73565	NA
phrog_73566	NA
phrog_73567	NA
phrog_73568	NA
phrog_73569	NA
phrog_73570	NA
phrog_73571	NA
phrog_73572	NA
phrog_73573	NA
phrog_73574	NA
phrog_73575	NA
phrog_73576	NA
phrog_73577	NA
phrog_73578	NA
phrog_73579	NA
phrog_73580	NA
phrog_73581	NA
phrog_73582	NA
phrog_73583	NA
phrog_73584	NA
phrog_73585	NA
phrog_73586	NA
phrog_73587	NA
phrog_73588	NA
phrog_73589	NA
phrog_73590	NA
phrog_73591	NA
phrog_73592	NA
phrog_73593	NA
phrog_73594	NA
phrog_73595	NA
phrog_73596	NA
phrog_73597	NA
phrog_73598	NA
phrog_73599	NA
phrog_73600	NA
phrog_73601	NA
phrog_73602	NA
phrog_73603	NA
phrog_73604	NA
phrog_73605	NA
phrog_73606	NA
phrog_73607	NA
phrog_73608	NA
phrog_73609	NA
phrog_73610	NA
phrog_73611	NA
phrog_73612	NA
phrog_73613	NA
phrog_73614	NA
phrog_73615	NA
phrog_73616	NA
phrog_73617	NA
phrog_73618	NA
phrog_73619	NA
phrog_73620	NA
phrog_73621	NA
phrog_73622	NA
phrog_73623	NA
phrog_73624	NA
phrog_73625	NA
phrog_73626	NA
phrog_73627	NA
phrog_73628	NA
phrog_73629	NA
phrog_73630	NA
phrog_73631	NA
phrog_73632	NA
phrog_73633	NA
phrog_73634	NA
phrog_73635	NA
phrog_73636	NA
phrog_73637	NA
phrog_73638	NA
phrog_73639	NA
phrog_73640	NA
phrog_73641	NA
phrog_73642	NA
phrog_73643	NA
phrog_73644	NA
phrog_73645	NA
phrog_73646	NA
phrog_73647	NA
phrog_73648	NA
phrog_73649	NA
phrog_73650	NA
phrog_73651	NA
phrog_73652	NA
phrog_73653	NA
phrog_73654	NA
phrog_73655	NA
phrog_73656	NA
phrog_73657	NA
phrog_73658	NA
phrog_73659	NA
phrog_73660	NA
phrog_73661	NA
phrog_73662	NA
phrog_73663	NA
phrog_73664	NA
phrog_73665	NA
phrog_73666	NA
phrog_73667	NA
phrog_73668	NA
phrog_73669	NA
phrog_73670	NA
phrog_73671	NA
phrog_73672	NA
phrog_73673	NA
phrog_73674	NA
phrog_73675	NA
phrog_73676	NA
phrog_73677	NA
phrog_73678	NA
phrog_73679	NA
phrog_73680	NA
phrog_73681	NA
phrog_73682	NA
phrog_73683	NA
phrog_73684	NA
phrog_73685	NA
phrog_73686	NA
phrog_73687	NA
phrog_73688	NA
phrog_73689	NA
phrog_73690	NA
phrog_73691	NA
phrog_73692	NA
phrog_73693	NA
phrog_73694	NA
phrog_73695	NA
phrog_73696	NA
phrog_73697	NA
phrog_73698	NA
phrog_73699	NA
phrog_73700	NA
phrog_73701	NA
phrog_73702	NA
phrog_73703	NA
phrog_73704	NA
phrog_73705	NA
phrog_73706	NA
phrog_73707	NA
phrog_73708	NA
phrog_73709	NA
phrog_73710	NA
phrog_73711	NA
phrog_73712	NA
phrog_73713	NA
phrog_73714	NA
phrog_73715	NA
phrog_73716	NA
phrog_73717	NA
phrog_73718	NA
phrog_73719	NA
phrog_73720	NA
phrog_73721	NA
phrog_73722	NA
phrog_73723	NA
phrog_73724	NA
phrog_73725	NA
phrog_73726	NA
phrog_73727	NA
phrog_73728	NA
phrog_73729	NA
phrog_73730	NA
phrog_73731	NA
phrog_73732	NA
phrog_73733	NA
phrog_73734	NA
phrog_73735	NA
phrog_73736	NA
phrog_73737	NA
phrog_73738	NA
phrog_73739	NA
phrog_73740	NA
phrog_73741	NA
phrog_73742	NA
phrog_73743	NA
phrog_73744	NA
phrog_73745	NA
phrog_73746	NA
phrog_73747	NA
phrog_73748	NA
phrog_73749	NA
phrog_73750	NA
phrog_73751	NA
phrog_73752	NA
phrog_73753	NA
phrog_73754	NA
phrog_73755	NA
phrog_73756	NA
phrog_73757	NA
phrog_73758	NA
phrog_73759	NA
phrog_73760	NA
phrog_73761	NA
phrog_73762	NA
phrog_73763	NA
phrog_73764	NA
phrog_73765	NA
phrog_73766	NA
phrog_73767	NA
phrog_73768	NA
phrog_73769	NA
phrog_73770	NA
phrog_73771	NA
phrog_73772	NA
phrog_73773	NA
phrog_73774	NA
phrog_73775	NA
phrog_73776	NA
phrog_73777	NA
phrog_73778	NA
phrog_73779	NA
phrog_73780	NA
phrog_73781	NA
phrog_73782	NA
phrog_73783	NA
phrog_73784	NA
phrog_73785	NA
phrog_73786	NA
phrog_73787	NA
phrog_73788	NA
phrog_73789	NA
phrog_73790	NA
phrog_73791	NA
phrog_73792	NA
phrog_73793	NA
phrog_73794	NA
phrog_73795	NA
phrog_73796	NA
phrog_73797	NA
phrog_73798	NA
phrog_73799	NA
phrog_73800	NA
phrog_73801	NA
phrog_73802	NA
phrog_73803	NA
phrog_73804	NA
phrog_73805	NA
phrog_73806	NA
phrog_73807	NA
phrog_73808	NA
phrog_73809	NA
phrog_73810	NA
phrog_73811	NA
phrog_73812	NA
phrog_73813	NA
phrog_73814	NA
phrog_73815	NA
phrog_73816	NA
phrog_73817	NA
phrog_73818	NA
phrog_73819	NA
phrog_73820	NA
phrog_73821	NA
phrog_73822	NA
phrog_73823	NA
phrog_73824	NA
phrog_73825	NA
phrog_73826	NA
phrog_73827	NA
phrog_73828	NA
phrog_73829	NA
phrog_73830	NA
phrog_73831	NA
phrog_73832	NA
phrog_73833	NA
phrog_73834	NA
phrog_73835	NA
phrog_73836	NA
phrog_73837	NA
phrog_73838	NA
phrog_73839	NA
phrog_73840	NA
phrog_73841	NA
phrog_73842	NA
phrog_73843	NA
phrog_73844	NA
phrog_73845	NA
phrog_73846	NA
phrog_73847	NA
phrog_73848	NA
phrog_73849	NA
phrog_73850	NA
phrog_73851	NA
phrog_73852	NA
phrog_73853	NA
phrog_73854	NA
phrog_73855	NA
phrog_73856	NA
phrog_73857	NA
phrog_73858	NA
phrog_73859	NA
phrog_73860	NA
phrog_73861	NA
phrog_73862	NA
phrog_73863	NA
phrog_73864	NA
phrog_73865	NA
phrog_73866	NA
phrog_73867	NA
phrog_73868	NA
phrog_73869	NA
phrog_73870	NA
phrog_73871	NA
phrog_73872	NA
phrog_73873	NA
phrog_73874	NA
phrog_73875	NA
phrog_73876	NA
phrog_73877	NA
phrog_73878	NA
phrog_73879	NA
phrog_73880	NA
phrog_73881	NA
phrog_73882	NA
phrog_73883	NA
phrog_73884	NA
phrog_73885	NA
phrog_73886	NA
phrog_73887	NA
phrog_73888	NA
phrog_73889	NA
phrog_73890	NA
phrog_73891	NA
phrog_73892	NA
phrog_73893	NA
phrog_73894	NA
phrog_73895	NA
phrog_73896	NA
phrog_73897	NA
phrog_73898	NA
phrog_73899	NA
phrog_73900	NA
phrog_73901	NA
phrog_73902	NA
phrog_73903	NA
phrog_73904	NA
phrog_73905	NA
phrog_73906	NA
phrog_73907	NA
phrog_73908	NA
phrog_73909	NA
phrog_73910	NA
phrog_73911	NA
phrog_73912	NA
phrog_73913	NA
phrog_73914	NA
phrog_73915	NA
phrog_73916	NA
phrog_73917	NA
phrog_73918	NA
phrog_73919	NA
phrog_73920	NA
phrog_73921	NA
phrog_73922	NA
phrog_73923	NA
phrog_73924	NA
phrog_73925	NA
phrog_73926	NA
phrog_73927	NA
phrog_73928	NA
phrog_73929	NA
phrog_73930	NA
phrog_73931	NA
phrog_73932	NA
phrog_73933	NA
phrog_73934	NA
phrog_73935	NA
phrog_73936	NA
phrog_73937	NA
phrog_73938	NA
phrog_73939	NA
phrog_73940	NA
phrog_73941	NA
phrog_73942	NA
phrog_73943	NA
phrog_73944	NA
phrog_73945	NA
phrog_73946	NA
phrog_73947	NA
phrog_73948	NA
phrog_73949	NA
phrog_73950	NA
phrog_73951	NA
phrog_73952	NA
phrog_73953	NA
phrog_73954	NA
phrog_73955	NA
phrog_73956	NA
phrog_73957	NA
phrog_73958	NA
phrog_73959	NA
phrog_73960	NA
phrog_73961	NA
phrog_73962	NA
phrog_73963	NA
phrog_73964	NA
phrog_73965	NA
phrog_73966	NA
phrog_73967	NA
phrog_73968	NA
phrog_73969	NA
phrog_73970	NA
phrog_73971	NA
phrog_73972	NA
phrog_73973	NA
phrog_73974	NA
phrog_73975	NA
phrog_73976	NA
phrog_73977	NA
phrog_73978	NA
phrog_73979	NA
phrog_73980	NA
phrog_73981	NA
phrog_73982	NA
phrog_73983	NA
phrog_73984	NA
phrog_73985	NA
phrog_73986	NA
phrog_73987	NA
phrog_73988	NA
phrog_73989	NA
phrog_73990	NA
phrog_73991	NA
phrog_73992	NA
phrog_73993	NA
phrog_73994	NA
phrog_73995	NA
phrog_73996	NA
phrog_73997	NA
phrog_73998	NA
phrog_73999	NA
phrog_74000	NA
phrog_74001	NA
phrog_74002	NA
phrog_74003	NA
phrog_74004	NA
phrog_74005	NA
phrog_74006	NA
phrog_74007	NA
phrog_74008	NA
phrog_74009	NA
phrog_74010	NA
phrog_74011	NA
phrog_74012	NA
phrog_74013	NA
phrog_74014	NA
phrog_74015	NA
phrog_74016	NA
phrog_74017	NA
phrog_74018	NA
phrog_74019	NA
phrog_74020	NA
phrog_74021	NA
phrog_74022	NA
phrog_74023	NA
phrog_74024	NA
phrog_74025	NA
phrog_74026	NA
phrog_74027	NA
phrog_74028	NA
phrog_74029	NA
phrog_74030	NA
phrog_74031	NA
phrog_74032	NA
phrog_74033	NA
phrog_74034	NA
phrog_74035	NA
phrog_74036	NA
phrog_74037	NA
phrog_74038	NA
phrog_74039	NA
phrog_74040	NA
phrog_74041	NA
phrog_74042	NA
phrog_74043	NA
phrog_74044	NA
phrog_74045	NA
phrog_74046	NA
phrog_74047	NA
phrog_74048	NA
phrog_74049	NA
phrog_74050	NA
phrog_74051	NA
phrog_74052	NA
phrog_74053	NA
phrog_74054	NA
phrog_74055	NA
phrog_74056	NA
phrog_74057	NA
phrog_74058	NA
phrog_74059	NA
phrog_74060	NA
phrog_74061	NA
phrog_74062	NA
phrog_74063	NA
phrog_74064	NA
phrog_74065	NA
phrog_74066	NA
phrog_74067	NA
phrog_74068	NA
phrog_74069	NA
phrog_74070	NA
phrog_74071	NA
phrog_74072	NA
phrog_74073	NA
phrog_74074	NA
phrog_74075	NA
phrog_74076	NA
phrog_74077	NA
phrog_74078	NA
phrog_74079	NA
phrog_74080	NA
phrog_74081	NA
phrog_74082	NA
phrog_74083	NA
phrog_74084	NA
phrog_74085	NA
phrog_74086	NA
phrog_74087	NA
phrog_74088	NA
phrog_74089	NA
phrog_74090	NA
phrog_74091	NA
phrog_74092	NA
phrog_74093	NA
phrog_74094	NA
phrog_74095	NA
phrog_74096	NA
phrog_74097	NA
phrog_74098	NA
phrog_74099	NA
phrog_74100	NA
phrog_74101	NA
phrog_74102	NA
phrog_74103	NA
phrog_74104	NA
phrog_74105	NA
phrog_74106	NA
phrog_74107	NA
phrog_74108	NA
phrog_74109	NA
phrog_74110	NA
phrog_74111	NA
phrog_74112	NA
phrog_74113	NA
phrog_74114	NA
phrog_74115	NA
phrog_74116	NA
phrog_74117	NA
phrog_74118	NA
phrog_74119	NA
phrog_74120	NA
phrog_74121	NA
phrog_74122	NA
phrog_74123	NA
phrog_74124	NA
phrog_74125	NA
phrog_74126	NA
phrog_74127	NA
phrog_74128	NA
phrog_74129	NA
phrog_74130	NA
phrog_74131	NA
phrog_74132	NA
phrog_74133	NA
phrog_74134	NA
phrog_74135	NA
phrog_74136	NA
phrog_74137	NA
phrog_74138	NA
phrog_74139	NA
phrog_74140	NA
phrog_74141	NA
phrog_74142	NA
phrog_74143	NA
phrog_74144	NA
phrog_74145	NA
phrog_74146	NA
phrog_74147	NA
phrog_74148	NA
phrog_74149	NA
phrog_74150	NA
phrog_74151	NA
phrog_74152	NA
phrog_74153	NA
phrog_74154	NA
phrog_74155	NA
phrog_74156	NA
phrog_74157	NA
phrog_74158	NA
phrog_74159	NA
phrog_74160	NA
phrog_74161	NA
phrog_74162	NA
phrog_74163	NA
phrog_74164	NA
phrog_74165	NA
phrog_74166	NA
phrog_74167	NA
phrog_74168	NA
phrog_74169	NA
phrog_74170	NA
phrog_74171	NA
phrog_74172	NA
phrog_74173	NA
phrog_74174	NA
phrog_74175	NA
phrog_74176	NA
phrog_74177	NA
phrog_74178	NA
phrog_74179	NA
phrog_74180	NA
phrog_74181	NA
phrog_74182	NA
phrog_74183	NA
phrog_74184	NA
phrog_74185	NA
phrog_74186	NA
phrog_74187	NA
phrog_74188	NA
phrog_74189	NA
phrog_74190	NA
phrog_74191	NA
phrog_74192	NA
phrog_74193	NA
phrog_74194	NA
phrog_74195	NA
phrog_74196	NA
phrog_74197	NA
phrog_74198	NA
phrog_74199	NA
phrog_74200	NA
phrog_74201	NA
phrog_74202	NA
phrog_74203	NA
phrog_74204	NA
phrog_74205	NA
phrog_74206	NA
phrog_74207	NA
phrog_74208	NA
phrog_74209	NA
phrog_74210	NA
phrog_74211	NA
phrog_74212	NA
phrog_74213	NA
phrog_74214	NA
phrog_74215	NA
phrog_74216	NA
phrog_74217	NA
phrog_74218	NA
phrog_74219	NA
phrog_74220	NA
phrog_74221	NA
phrog_74222	NA
phrog_74223	NA
phrog_74224	NA
phrog_74225	NA
phrog_74226	NA
phrog_74227	NA
phrog_74228	NA
phrog_74229	NA
phrog_74230	NA
phrog_74231	NA
phrog_74232	NA
phrog_74233	NA
phrog_74234	NA
phrog_74235	NA
phrog_74236	NA
phrog_74237	NA
phrog_74238	NA
phrog_74239	NA
phrog_74240	NA
phrog_74241	NA
phrog_74242	NA
phrog_74243	NA
phrog_74244	NA
phrog_74245	NA
phrog_74246	NA
phrog_74247	NA
phrog_74248	NA
phrog_74249	NA
phrog_74250	NA
phrog_74251	NA
phrog_74252	NA
phrog_74253	NA
phrog_74254	NA
phrog_74255	NA
phrog_74256	NA
phrog_74257	NA
phrog_74258	NA
phrog_74259	NA
phrog_74260	NA
phrog_74261	NA
phrog_74262	NA
phrog_74263	NA
phrog_74264	NA
phrog_74265	NA
phrog_74266	NA
phrog_74267	NA
phrog_74268	NA
phrog_74269	NA
phrog_74270	NA
phrog_74271	NA
phrog_74272	NA
phrog_74273	NA
phrog_74274	NA
phrog_74275	NA
phrog_74276	NA
phrog_74277	NA
phrog_74278	NA
phrog_74279	NA
phrog_74280	NA
phrog_74281	NA
phrog_74282	NA
phrog_74283	NA
phrog_74284	NA
phrog_74285	NA
phrog_74286	NA
phrog_74287	NA
phrog_74288	NA
phrog_74289	NA
phrog_74290	NA
phrog_74291	NA
phrog_74292	NA
phrog_74293	NA
phrog_74294	NA
phrog_74295	NA
phrog_74296	NA
phrog_74297	NA
phrog_74298	NA
phrog_74299	NA
phrog_74300	NA
phrog_74301	NA
phrog_74302	NA
phrog_74303	NA
phrog_74304	NA
phrog_74305	NA
phrog_74306	NA
phrog_74307	NA
phrog_74308	NA
phrog_74309	NA
phrog_74310	NA
phrog_74311	NA
phrog_74312	NA
phrog_74313	NA
